id,climate,energy,environment,resources,sustainability,dedicated
ELE09-RPI,0,0,0,0,0,0
ELE09-CYBER,0,0,0,0,0,0
ELE09-VVT,0,0,0,0,0,0
ELE09-STR,0,0,0,0,0,0
ELE09-DISPS,0,0,0,0,0,0
ELE09-HARD - Advanced Hardware Design,0,0,0,0,0,0
ELE09-ANT,0,0,0,0,0,0
ELE09-RES,0,0,0,0,0,0
ELE08-MISSI,0,0,0,0,0,0
ELE08-PPS,0,0,0,0,0,0
ELE08-DROIT,0,0,0,0,0,0
ELE08-SPORT,0,0,0,0,0,0
ELE08-ANGL,0,0,0,0,0,0
ELE08-RS-DD,1,1,1,0,1,1
ELE08-LOGIQ,0,0,0,0,0,0
ELE08-ELEMAG,0,0,0,0,0,0
ELE08-AUTO,0,0,0,0,0,0
ELE08-COMNUM,0,0,0,0,0,0
ELE07-PPS,0,0,0,0,0,0
ELE07-MISSI,0,0,0,0,0,0
ELE07-ANGRE,0,0,0,0,0,0
ELE07-SPORT,0,0,0,0,0,0
ELE07-ANGL,0,0,0,0,0,0
ELE07-INNOV,0,0,0,0,0,0
ELE07-MANAGRH,0,0,0,0,0,0
ELE07-GESPJT,0,0,0,0,0,0
ELE07-PJTINNOV,0,0,0,0,0,0
ELE07-RES1,0,0,0,0,0,0
ELE07-SYEXEM,0,0,0,0,0,0
ELE07-POO,0,0,0,0,0,0
ELE07-BUSCOM,0,0,0,0,0,0
ELE07-VHDL,0,0,0,0,0,0
ELE06-PPS,0,0,0,0,0,0
ELE06-MISSI,0,0,0,0,0,0
ELE06-ANGRE,0,0,0,0,0,0
ELE06-SPORT,0,0,0,0,0,0
ELE06-GESPROD,0,0,0,0,0,0
ELE06-ANGL,0,0,0,0,0,0
ELE06-PLAEXP,0,0,0,0,0,0
ELE06-OUTPRO,0,0,0,0,0,0
ELE06-LANGA2,0,0,0,0,0,0
ELE06-SYSEXP,0,0,0,0,0,0
ELE06-SMP,0,0,0,0,0,0
ELE06-TRANSM,0,0,0,0,0,0
ELE06-ELECAN,0,0,0,0,0,0
ELE06-TTSA,0,0,0,0,0,0
ELE05-PIX,0,0,0,0,0,0
ELE05-PPS,0,0,0,0,0,0
ELE05-MISSI,0,0,0,0,0,0
ELE05-ANGRE,0,0,0,0,0,0
ELE05-SPORT,0,0,0,0,0,0
ELE05-ANGL,0,0,0,0,0,0
ELE05-COMPTA,0,0,0,0,0,0
ELE05-CREA,0,0,0,0,0,0
ELE05-LANGA1,0,0,0,0,0,0
ELE05-ELECNU,0,0,0,0,0,0
ELE05-ELECAN,0,0,0,0,0,0
ELE05-TTSD,0,0,0,0,0,0
ELE05-ARCHPR,0,0,0,0,0,0
ELE05-OUTMAT,0,0,0,0,0,0
